t,yaw,pitch,roll,g_horizontal,is_blinking,left_px,left_py,right_px,right_py,trial_index,stimulus_state,stimulus_angle_deg,stimulus_x,stimulus_y,fixation_x,fixation_y
1763482614.3522382,-4.685035767422016,171.2430434407997,0.24137330433069518,0.6176948051948052,0,954,638,1137,635,0,center,,,,454,152
1763482614.564169,nan,nan,nan,nan,0,nan,nan,nan,nan,0,center,,,,454,152
1763482614.68353,-9.191530808209189,169.5501163123808,3.506610167455936,0.5187246963562753,0,968,621,1143,624,0,center,,,,454,152
1763482614.8173282,-10.534840324845929,169.36159875435376,3.5737787532385017,0.6066788807461692,0,968,623,1153,630,0,center,,,,454,152
1763482614.956198,-10.829992799805161,168.49567357619122,3.4483119128865467,0.6269153897401732,0,962,624,1155,631,0,center,,,,454,152
1763482615.086516,-11.20061018066643,168.8581100666882,3.020866667191437,0.5786184210526315,0,955,626,1147,630,0,center,,,,454,152
1763482615.229478,-8.734713732458097,168.3901429164645,3.0581663299111974,0.5825320512820513,0,960,622,1145,631,0,center,,,,454,152
1763482615.359498,-11.183947149854408,170.16455038863575,3.4496264607319693,0.5864423717521652,0,975,621,1152,627,0,gap,,,,454,152
1763482615.489981,-7.927705842734354,169.4194589655238,3.0463624158854854,0.6407051282051281,0,977,625,1180,630,0,gap,,,,454,152
1763482615.6225631,-6.7038398198390645,168.22418144214325,3.274530258952422,0.5710175900049317,0,984,625,1176,624,0,target,39.62820184262687,586,285,454,152
1763482615.7571259,-8.928224300007605,168.04630129766352,3.635142611406093,0.578882371102192,0,987,616,1181,625,0,target,39.62820184262687,586,285,454,152
1763482615.896565,-9.1835954649051,168.21481077612594,3.6140117950878636,0.6291139240506329,0,992,618,1183,625,0,target,39.62820184262687,586,285,454,152
1763482616.0260658,-11.429098294845268,168.81157264503875,4.000951993394122,0.6309639727361247,0,990,618,1184,625,0,target,39.62820184262687,586,285,454,152
1763482616.163638,-8.747563191129297,168.41400680166853,3.3697992079158356,0.625566494764807,0,990,618,1182,626,0,target,39.62820184262687,586,285,454,152
1763482616.292186,-10.561514841350103,170.9699303718319,3.391413045927946,0.6346866316764433,0,990,618,1185,626,0,target,39.62820184262687,586,285,454,152
1763482616.43179,-10.331661726316613,168.4909557572654,4.075722450596546,0.6281259648039519,0,991,619,1184,627,0,target,39.62820184262687,586,285,454,152
1763482616.560292,-11.16605179600209,168.5662799228487,4.077732775656699,0.6036184210526316,0,991,619,1183,627,0,target,39.62820184262687,586,285,454,152
1763482616.6909811,-11.312625020853416,169.85369209287,3.6950009629071037,0.6486842105263158,0,990,617,1188,626,0,target,39.62820184262687,586,285,454,152
1763482616.8281002,-7.800185798092596,170.89065591041305,3.272160784734218,0.6236942070275404,0,986,617,1187,625,0,target,39.62820184262687,586,285,454,152
1763482616.965138,nan,nan,nan,nan,0,nan,nan,nan,nan,0,target,39.62820184262687,586,285,454,152
1763482617.095306,-10.344397610451963,169.61127318589595,3.7095950200595014,0.5480363518338203,0,981,619,1172,627,0,target,39.62820184262687,586,285,454,152
1763482617.229186,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482617.368245,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482617.49935,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482617.633666,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482617.7672052,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482617.898262,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482618.033383,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482618.164146,nan,nan,nan,nan,0,nan,nan,nan,nan,1,center,,,,276,583
1763482618.2977011,nan,nan,nan,nan,0,nan,nan,nan,nan,1,gap,,,,276,583
1763482618.4312162,-12.237270667132305,171.10233555519537,3.5801644077893324,0.56998556998557,0,986,625,1173,640,1,gap,,,,276,583
1763482618.56114,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482618.699635,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482618.8347561,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482618.965766,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482619.093473,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482619.234905,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482619.353709,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482619.501148,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482619.632263,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482619.765163,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482619.90127,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482620.030292,nan,nan,nan,nan,0,nan,nan,nan,nan,1,target,252.23010706351997,211,383,276,583
1763482620.167875,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482620.29624,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482620.432726,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482620.566133,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482620.697969,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482620.837556,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482620.964053,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482621.099255,nan,nan,nan,nan,0,nan,nan,nan,nan,2,center,,,,588,237
1763482621.226076,nan,nan,nan,nan,0,nan,nan,nan,nan,2,gap,,,,588,237
1763482621.365356,nan,nan,nan,nan,0,nan,nan,nan,nan,2,gap,,,,588,237
1763482621.49898,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482621.632967,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482621.769139,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482621.899332,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.0358138,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.163132,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.3041952,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.423174,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.5685709,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.699696,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.837219,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482622.9671948,nan,nan,nan,nan,0,nan,nan,nan,nan,2,target,323.6485349579886,586,112,588,237
1763482623.096309,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482623.237091,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482623.366034,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482623.50063,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482623.634719,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482623.765206,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482623.901891,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482624.0370529,nan,nan,nan,nan,0,nan,nan,nan,nan,3,center,,,,556,147
1763482624.167834,nan,nan,nan,nan,0,nan,nan,nan,nan,3,gap,,,,556,147
1763482624.3016589,nan,nan,nan,nan,0,nan,nan,nan,nan,3,gap,,,,556,147
1763482624.43479,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482624.5676942,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482624.7017448,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482624.8356638,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482624.969575,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482625.0962958,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482625.2365088,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482625.366722,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482625.502913,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482625.6347861,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482625.764895,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482625.904063,nan,nan,nan,nan,0,nan,nan,nan,nan,3,target,34.44448535087888,586,265,556,147
1763482626.0352771,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482626.1649432,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482626.305331,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482626.433567,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482626.5711958,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482626.702754,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482626.834538,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482626.969756,nan,nan,nan,nan,0,nan,nan,nan,nan,4,center,,,,46,379
1763482627.097305,nan,nan,nan,nan,0,nan,nan,nan,nan,4,gap,,,,46,379
1763482627.237346,nan,nan,nan,nan,0,nan,nan,nan,nan,4,gap,,,,46,379
1763482627.3684301,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482627.503168,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482627.6360261,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482627.7688289,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482627.903423,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.03709,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.166893,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.3047838,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.437054,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.569217,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.7023811,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.835996,nan,nan,nan,nan,0,nan,nan,nan,nan,4,target,225.11829661005473,14,230,46,379
1763482628.96984,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482629.0992582,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482629.23975,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482629.371327,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482629.502202,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482629.6402738,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482629.762332,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482629.904993,nan,nan,nan,nan,0,nan,nan,nan,nan,5,center,,,,144,138
1763482630.038292,nan,nan,nan,nan,0,nan,nan,nan,nan,5,gap,,,,144,138
1763482630.168115,nan,nan,nan,nan,0,nan,nan,nan,nan,5,gap,,,,144,138
1763482630.306047,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482630.436696,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482630.570548,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482630.704246,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482630.836799,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482630.972359,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482631.099894,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482631.2368472,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482631.371308,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482631.5023758,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482631.6411169,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482631.770742,nan,nan,nan,nan,0,nan,nan,nan,nan,5,target,64.46528775424422,234,327,144,138
1763482631.9033039,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.039104,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.170315,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.305542,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.437035,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.573143,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.705038,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.8387241,nan,nan,nan,nan,0,nan,nan,nan,nan,6,center,,,,150,395
1763482632.973527,nan,nan,nan,nan,0,nan,nan,nan,nan,6,gap,,,,150,395
1763482633.099364,nan,nan,nan,nan,0,nan,nan,nan,nan,6,gap,,,,150,395
1763482633.241228,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482633.368854,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482633.506336,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482633.638491,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482633.772981,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482633.908535,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482634.040092,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482634.170513,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482634.307034,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482634.4416902,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482634.576371,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482634.707137,nan,nan,nan,nan,0,nan,nan,nan,nan,6,target,188.7354461249859,14,363,150,395
1763482634.838538,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482634.972909,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.102079,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.2415109,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.37588,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.507514,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.639632,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.773073,nan,nan,nan,nan,0,nan,nan,nan,nan,7,center,,,,337,431
1763482635.906089,nan,nan,nan,nan,0,nan,nan,nan,nan,7,gap,,,,337,431
1763482636.0401878,nan,nan,nan,nan,0,nan,nan,nan,nan,7,gap,,,,337,431
1763482636.171013,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.308875,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.4416409,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.5714738,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.709288,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.841799,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482636.9733481,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.104085,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.233372,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.378228,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.5066612,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.641641,nan,nan,nan,nan,0,nan,nan,nan,nan,7,target,97.36434126841657,310,586,337,431
1763482637.773238,nan,nan,nan,nan,0,nan,nan,nan,nan,8,center,,,,452,261
